dataset_id,method_id,cell_type,evidence_type,evidence_gsm,assay,status,aligned_spots,spearman_r,constant_map_or_score,minimum_marker_features,present_marker_count,missing_marker_count,present_markers,missing_markers,evidence_class
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Muscle,atac_reference_marker_accessibility,,atac,available,9901,0.33743537556869063,False,2,25,0,chr2:114052566-114053066;chr17:10025174-10025674;chr8:122850541-122851041;chr10:69208157-69208657;chr7:29123874-29124374;chr2:164036658-164037158;chr15:77163231-77163731;chr3:52603179-52603679;chr19:34255191-34255691;chr1:134289568-134290068;chr12:73476434-73476934;chr5:111522519-111523019;chr1:134320807-134321307;chr3:122088270-122088770;chr17:7271436-7271936;chr12:85227269-85227769;chr13:55169017-55169517;chr4:155780838-155781338;chr6:71757019-71757519;chr9:112207656-112208156;chr16:93807987-93808487;chr7:16947890-16948390;chr10:96309090-96309590;chr5:21144358-21144858;chr2:120539752-120540252,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_length,Endothelial,atac_reference_marker_accessibility,,atac,available,9901,0.4136383024137734,False,2,25,0,chr4:118489740-118490240;chr2:26594409-26594909;chr2:26595528-26596028;chr2:26594954-26595454;chr8:85220919-85221419;chr9:32901169-32901669;chr9:32906312-32906812;chr2:26596090-26596590;chr17:67512637-67513137;chr2:26593648-26594148;chr2:26596738-26597238;chr4:127263668-127264168;chr3:115708984-115709484;chr6:84058635-84059135;chr5:75933507-75934007;chr17:31905805-31906305;chr18:69782102-69782602;chr2:26593109-26593609;chr2:26583610-26584110;chr2:26597289-26597789;chr8:72268227-72268727;chr10:26828608-26829108;chr5:147657871-147658371;chr10:93335802-93336302;chr4:94746335-94746835,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_count_only,Endothelial,atac_reference_marker_accessibility,,atac,available,9901,0.42334678003592685,False,2,25,0,chr4:118489740-118490240;chr2:26594409-26594909;chr2:26595528-26596028;chr2:26594954-26595454;chr8:85220919-85221419;chr9:32901169-32901669;chr9:32906312-32906812;chr2:26596090-26596590;chr17:67512637-67513137;chr2:26593648-26594148;chr2:26596738-26597238;chr4:127263668-127264168;chr3:115708984-115709484;chr6:84058635-84059135;chr5:75933507-75934007;chr17:31905805-31906305;chr18:69782102-69782602;chr2:26593109-26593609;chr2:26583610-26584110;chr2:26597289-26597789;chr8:72268227-72268727;chr10:26828608-26829108;chr5:147657871-147658371;chr10:93335802-93336302;chr4:94746335-94746835,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Endothelial,atac_reference_marker_accessibility,,atac,available,9901,0.2379616147050924,False,2,25,0,chr4:118489740-118490240;chr2:26594409-26594909;chr2:26595528-26596028;chr2:26594954-26595454;chr8:85220919-85221419;chr9:32901169-32901669;chr9:32906312-32906812;chr2:26596090-26596590;chr17:67512637-67513137;chr2:26593648-26594148;chr2:26596738-26597238;chr4:127263668-127264168;chr3:115708984-115709484;chr6:84058635-84059135;chr5:75933507-75934007;chr17:31905805-31906305;chr18:69782102-69782602;chr2:26593109-26593609;chr2:26583610-26584110;chr2:26597289-26597789;chr8:72268227-72268727;chr10:26828608-26829108;chr5:147657871-147658371;chr10:93335802-93336302;chr4:94746335-94746835,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_length,Epithelial,atac_reference_marker_accessibility,,atac,available,9901,0.2834171453640531,False,2,25,0,chr16:22572595-22573095;chr4:156059617-156060117;chr14:79527693-79528193;chr4:11386582-11387082;chr1:193510015-193510515;chr4:118272168-118272668;chr11:52224200-52224700;chr7:80779152-80779652;chr8:106134875-106135375;chr11:59458884-59459384;chr6:30173984-30174484;chr5:134985693-134986193;chr13:49307493-49307993;chr1:171437179-171437679;chr4:134734122-134734622;chr17:46266031-46266531;chr8:106136705-106137205;chr15:77798601-77799101;chr4:63156831-63157331;chr4:155361238-155361738;chr4:134081993-134082493;chr12:40888252-40888752;chr3:146405818-146406318;chr3:94783560-94784060;chr7:30973215-30973715,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_count_only,Epithelial,atac_reference_marker_accessibility,,atac,available,9901,0.2973869821370563,False,2,25,0,chr16:22572595-22573095;chr4:156059617-156060117;chr14:79527693-79528193;chr4:11386582-11387082;chr1:193510015-193510515;chr4:118272168-118272668;chr11:52224200-52224700;chr7:80779152-80779652;chr8:106134875-106135375;chr11:59458884-59459384;chr6:30173984-30174484;chr5:134985693-134986193;chr13:49307493-49307993;chr1:171437179-171437679;chr4:134734122-134734622;chr17:46266031-46266531;chr8:106136705-106137205;chr15:77798601-77799101;chr4:63156831-63157331;chr4:155361238-155361738;chr4:134081993-134082493;chr12:40888252-40888752;chr3:146405818-146406318;chr3:94783560-94784060;chr7:30973215-30973715,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Epithelial,atac_reference_marker_accessibility,,atac,available,9901,0.1667351469467133,False,2,25,0,chr16:22572595-22573095;chr4:156059617-156060117;chr14:79527693-79528193;chr4:11386582-11387082;chr1:193510015-193510515;chr4:118272168-118272668;chr11:52224200-52224700;chr7:80779152-80779652;chr8:106134875-106135375;chr11:59458884-59459384;chr6:30173984-30174484;chr5:134985693-134986193;chr13:49307493-49307993;chr1:171437179-171437679;chr4:134734122-134734622;chr17:46266031-46266531;chr8:106136705-106137205;chr15:77798601-77799101;chr4:63156831-63157331;chr4:155361238-155361738;chr4:134081993-134082493;chr12:40888252-40888752;chr3:146405818-146406318;chr3:94783560-94784060;chr7:30973215-30973715,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_length,Hepatocyte,atac_reference_marker_accessibility,,atac,available,9901,0.24970599546410227,False,2,25,0,chr5:90494167-90494667;chr5:90510285-90510785;chr5:90493463-90493963;chr5:90509727-90510227;chr5:90494942-90495442;chr5:90508879-90509379;chr18:65249787-65250287;chr5:90495583-90496083;chr5:90476567-90477067;chr5:90477077-90477577;chr5:90510793-90511293;chr5:90490503-90491003;chr18:65250610-65251110;chr5:90502597-90503097;chr5:90499172-90499672;chr5:90498131-90498631;chr5:90492361-90492861;chr5:90497394-90497894;chr5:90505767-90506267;chr5:90505255-90505755;chr5:90496496-90496996;chr5:90471772-90472272;chr5:90503347-90503847;chr5:90477583-90478083;chr5:90463131-90463631,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_count_only,Hepatocyte,atac_reference_marker_accessibility,,atac,available,9901,0.25151366659137797,False,2,25,0,chr5:90494167-90494667;chr5:90510285-90510785;chr5:90493463-90493963;chr5:90509727-90510227;chr5:90494942-90495442;chr5:90508879-90509379;chr18:65249787-65250287;chr5:90495583-90496083;chr5:90476567-90477067;chr5:90477077-90477577;chr5:90510793-90511293;chr5:90490503-90491003;chr18:65250610-65251110;chr5:90502597-90503097;chr5:90499172-90499672;chr5:90498131-90498631;chr5:90492361-90492861;chr5:90497394-90497894;chr5:90505767-90506267;chr5:90505255-90505755;chr5:90496496-90496996;chr5:90471772-90472272;chr5:90503347-90503847;chr5:90477583-90478083;chr5:90463131-90463631,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Hepatocyte,atac_reference_marker_accessibility,,atac,available,9901,0.1412984469260832,False,2,25,0,chr5:90494167-90494667;chr5:90510285-90510785;chr5:90493463-90493963;chr5:90509727-90510227;chr5:90494942-90495442;chr5:90508879-90509379;chr18:65249787-65250287;chr5:90495583-90496083;chr5:90476567-90477067;chr5:90477077-90477577;chr5:90510793-90511293;chr5:90490503-90491003;chr18:65250610-65251110;chr5:90502597-90503097;chr5:90499172-90499672;chr5:90498131-90498631;chr5:90492361-90492861;chr5:90497394-90497894;chr5:90505767-90506267;chr5:90505255-90505755;chr5:90496496-90496996;chr5:90471772-90472272;chr5:90503347-90503847;chr5:90477583-90478083;chr5:90463131-90463631,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_length,Erythroid,atac_reference_marker_accessibility,,atac,available,9901,0.5172730956179258,False,2,25,0,chr7:103825811-103826311;chr7:103827744-103828244;chr7:103810720-103811220;chr7:103811379-103811879;chr7:103813756-103814256;chr7:103865707-103866207;chr7:103826399-103826899;chr7:103810086-103810586;chr6:41704080-41704580;chr7:103812004-103812504;chr7:103859031-103859531;chr11:32284863-32285363;chr11:11729149-11729649;chr7:103825092-103825592;chr6:41706221-41706721;chr11:32284337-32284837;chr11:78073744-78074244;chr18:32542349-32542849;chr7:103809409-103809909;chr7:100467094-100467594;chr10:30763131-30763631;chr17:40806611-40807111;chr7:103877053-103877553;chr4:119036603-119037103;chr7:84722735-84723235,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_count_only,Erythroid,atac_reference_marker_accessibility,,atac,available,9901,0.5182483691938226,False,2,25,0,chr7:103825811-103826311;chr7:103827744-103828244;chr7:103810720-103811220;chr7:103811379-103811879;chr7:103813756-103814256;chr7:103865707-103866207;chr7:103826399-103826899;chr7:103810086-103810586;chr6:41704080-41704580;chr7:103812004-103812504;chr7:103859031-103859531;chr11:32284863-32285363;chr11:11729149-11729649;chr7:103825092-103825592;chr6:41706221-41706721;chr11:32284337-32284837;chr11:78073744-78074244;chr18:32542349-32542849;chr7:103809409-103809909;chr7:100467094-100467594;chr10:30763131-30763631;chr17:40806611-40807111;chr7:103877053-103877553;chr4:119036603-119037103;chr7:84722735-84723235,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Erythroid,atac_reference_marker_accessibility,,atac,available,9901,0.4865477306538512,False,2,25,0,chr7:103825811-103826311;chr7:103827744-103828244;chr7:103810720-103811220;chr7:103811379-103811879;chr7:103813756-103814256;chr7:103865707-103866207;chr7:103826399-103826899;chr7:103810086-103810586;chr6:41704080-41704580;chr7:103812004-103812504;chr7:103859031-103859531;chr11:32284863-32285363;chr11:11729149-11729649;chr7:103825092-103825592;chr6:41706221-41706721;chr11:32284337-32284837;chr11:78073744-78074244;chr18:32542349-32542849;chr7:103809409-103809909;chr7:100467094-100467594;chr10:30763131-30763631;chr17:40806611-40807111;chr7:103877053-103877553;chr4:119036603-119037103;chr7:84722735-84723235,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_length,Immune,atac_reference_marker_accessibility,,atac,available,9901,0.3422319915628695,False,2,25,0,chr11:83649337-83649837;chr15:103453471-103453971;chr13:12412045-12412545;chr7:99674823-99675323;chr12:103343240-103343740;chr1:88587393-88587893;chr10:62543385-62543885;chr4:46554464-46554964;chr2:150840074-150840574;chr1:170709406-170709906;chr18:61108404-61108904;chr15:59728092-59728592;chr4:136892831-136893331;chr4:132563835-132564335;chr11:93821511-93822011;chr2:167753810-167754310;chr7:100950489-100950989;chr12:82225800-82226300;chr8:126757822-126758322;chr16:21641923-21642423;chr15:78597755-78598255;chr2:3657857-3658357;chr17:71164980-71165480;chr2:167759926-167760426;chr8:119812928-119813428,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_count_only,Immune,atac_reference_marker_accessibility,,atac,available,9901,0.3761575741846663,False,2,25,0,chr11:83649337-83649837;chr15:103453471-103453971;chr13:12412045-12412545;chr7:99674823-99675323;chr12:103343240-103343740;chr1:88587393-88587893;chr10:62543385-62543885;chr4:46554464-46554964;chr2:150840074-150840574;chr1:170709406-170709906;chr18:61108404-61108904;chr15:59728092-59728592;chr4:136892831-136893331;chr4:132563835-132564335;chr11:93821511-93822011;chr2:167753810-167754310;chr7:100950489-100950989;chr12:82225800-82226300;chr8:126757822-126758322;chr16:21641923-21642423;chr15:78597755-78598255;chr2:3657857-3658357;chr17:71164980-71165480;chr2:167759926-167760426;chr8:119812928-119813428,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Immune,atac_reference_marker_accessibility,,atac,available,9901,0.10408900252141559,False,2,25,0,chr11:83649337-83649837;chr15:103453471-103453971;chr13:12412045-12412545;chr7:99674823-99675323;chr12:103343240-103343740;chr1:88587393-88587893;chr10:62543385-62543885;chr4:46554464-46554964;chr2:150840074-150840574;chr1:170709406-170709906;chr18:61108404-61108904;chr15:59728092-59728592;chr4:136892831-136893331;chr4:132563835-132564335;chr11:93821511-93822011;chr2:167753810-167754310;chr7:100950489-100950989;chr12:82225800-82226300;chr8:126757822-126758322;chr16:21641923-21642423;chr15:78597755-78598255;chr2:3657857-3658357;chr17:71164980-71165480;chr2:167759926-167760426;chr8:119812928-119813428,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_length,Neural progenitor/regional CNS,atac_reference_marker_accessibility,,atac,available,9901,0.4008884199868241,False,2,25,0,chr13:84449165-84449665;chr13:84059538-84060038;chr16:33605935-33606435;chr18:78455000-78455500;chr6:87545345-87545845;chr3:88206161-88206661;chr7:79525636-79526136;chr3:88205377-88205877;chr13:73034429-73034929;chr14:118230279-118230779;chr7:79535764-79536264;chr12:108320561-108321061;chr7:79531586-79532086;chr8:93917753-93918253;chr5:33689257-33689757;chr1:172349801-172350301;chr10:59090287-59090787;chr7:4123579-4124079;chr13:84571256-84571756;chr15:98797919-98798419;chr2:37777892-37778392;chr12:98562450-98562950;chr7:79535094-79535594;chr6:17797346-17797846;chr7:144628248-144628748,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_count_only,Neural progenitor/regional CNS,atac_reference_marker_accessibility,,atac,available,9901,0.406626100577673,False,2,25,0,chr13:84449165-84449665;chr13:84059538-84060038;chr16:33605935-33606435;chr18:78455000-78455500;chr6:87545345-87545845;chr3:88206161-88206661;chr7:79525636-79526136;chr3:88205377-88205877;chr13:73034429-73034929;chr14:118230279-118230779;chr7:79535764-79536264;chr12:108320561-108321061;chr7:79531586-79532086;chr8:93917753-93918253;chr5:33689257-33689757;chr1:172349801-172350301;chr10:59090287-59090787;chr7:4123579-4124079;chr13:84571256-84571756;chr15:98797919-98798419;chr2:37777892-37778392;chr12:98562450-98562950;chr7:79535094-79535594;chr6:17797346-17797846;chr7:144628248-144628748,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Neural progenitor/regional CNS,atac_reference_marker_accessibility,,atac,available,9901,0.22915123654246217,False,2,25,0,chr13:84449165-84449665;chr13:84059538-84060038;chr16:33605935-33606435;chr18:78455000-78455500;chr6:87545345-87545845;chr3:88206161-88206661;chr7:79525636-79526136;chr3:88205377-88205877;chr13:73034429-73034929;chr14:118230279-118230779;chr7:79535764-79536264;chr12:108320561-108321061;chr7:79531586-79532086;chr8:93917753-93918253;chr5:33689257-33689757;chr1:172349801-172350301;chr10:59090287-59090787;chr7:4123579-4124079;chr13:84571256-84571756;chr15:98797919-98798419;chr2:37777892-37778392;chr12:98562450-98562950;chr7:79535094-79535594;chr6:17797346-17797846;chr7:144628248-144628748,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_length,Excitatory neuron,atac_reference_marker_accessibility,,atac,available,9901,0.2752625402459383,False,2,25,0,chr7:51632750-51633250;chr1:132562285-132562785;chr14:64595860-64596360;chr6:127701055-127701555;chr13:36724377-36724877;chr1:132530746-132531246;chr14:64595245-64595745;chr3:8509237-8509737;chr2:181766896-181767396;chr14:64594699-64595199;chr4:45824157-45824657;chr6:91839286-91839786;chr12:29527470-29527970;chr3:17793662-17794162;chr2:33616304-33616804;chr1:66321450-66321950;chr19:47014331-47014831;chr12:29526120-29526620;chr1:172057412-172057912;chr13:84905595-84906095;chr14:64593521-64594021;chr14:64587730-64588230;chr3:5754800-5755300;chr2:72426785-72427285;chr10:34316768-34317268,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_count_only,Excitatory neuron,atac_reference_marker_accessibility,,atac,available,9901,0.2778072848036208,False,2,25,0,chr7:51632750-51633250;chr1:132562285-132562785;chr14:64595860-64596360;chr6:127701055-127701555;chr13:36724377-36724877;chr1:132530746-132531246;chr14:64595245-64595745;chr3:8509237-8509737;chr2:181766896-181767396;chr14:64594699-64595199;chr4:45824157-45824657;chr6:91839286-91839786;chr12:29527470-29527970;chr3:17793662-17794162;chr2:33616304-33616804;chr1:66321450-66321950;chr19:47014331-47014831;chr12:29526120-29526620;chr1:172057412-172057912;chr13:84905595-84906095;chr14:64593521-64594021;chr14:64587730-64588230;chr3:5754800-5755300;chr2:72426785-72427285;chr10:34316768-34317268,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Excitatory neuron,atac_reference_marker_accessibility,,atac,available,9901,0.18341486609941188,False,2,25,0,chr7:51632750-51633250;chr1:132562285-132562785;chr14:64595860-64596360;chr6:127701055-127701555;chr13:36724377-36724877;chr1:132530746-132531246;chr14:64595245-64595745;chr3:8509237-8509737;chr2:181766896-181767396;chr14:64594699-64595199;chr4:45824157-45824657;chr6:91839286-91839786;chr12:29527470-29527970;chr3:17793662-17794162;chr2:33616304-33616804;chr1:66321450-66321950;chr19:47014331-47014831;chr12:29526120-29526620;chr1:172057412-172057912;chr13:84905595-84906095;chr14:64593521-64594021;chr14:64587730-64588230;chr3:5754800-5755300;chr2:72426785-72427285;chr10:34316768-34317268,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_length,Inhibitory neuron,atac_reference_marker_accessibility,,atac,available,9901,0.22073066399117344,False,2,25,0,chr14:64595245-64595745;chr14:64595860-64596360;chr14:64594699-64595199;chr12:29526120-29526620;chr19:47014331-47014831;chr14:64587055-64587555;chr9:108824966-108825466;chr12:29527470-29527970;chr2:180879369-180879869;chr2:180892814-180893314;chr18:64265803-64266303;chr4:125545123-125545623;chr14:64587730-64588230;chr3:94477914-94478414;chr13:84905595-84906095;chr15:76519829-76520329;chr2:181766896-181767396;chr14:64590003-64590503;chr14:64589434-64589934;chr14:64593521-64594021;chr3:8509237-8509737;chr3:17793662-17794162;chr10:80300662-80301162;chr17:52601030-52601530;chr16:77536723-77537223,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_count_only,Inhibitory neuron,atac_reference_marker_accessibility,,atac,available,9901,0.2190036143760007,False,2,25,0,chr14:64595245-64595745;chr14:64595860-64596360;chr14:64594699-64595199;chr12:29526120-29526620;chr19:47014331-47014831;chr14:64587055-64587555;chr9:108824966-108825466;chr12:29527470-29527970;chr2:180879369-180879869;chr2:180892814-180893314;chr18:64265803-64266303;chr4:125545123-125545623;chr14:64587730-64588230;chr3:94477914-94478414;chr13:84905595-84906095;chr15:76519829-76520329;chr2:181766896-181767396;chr14:64590003-64590503;chr14:64589434-64589934;chr14:64593521-64594021;chr3:8509237-8509737;chr3:17793662-17794162;chr10:80300662-80301162;chr17:52601030-52601530;chr16:77536723-77537223,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Inhibitory neuron,atac_reference_marker_accessibility,,atac,available,9901,0.1399394810462725,False,2,25,0,chr14:64595245-64595745;chr14:64595860-64596360;chr14:64594699-64595199;chr12:29526120-29526620;chr19:47014331-47014831;chr14:64587055-64587555;chr9:108824966-108825466;chr12:29527470-29527970;chr2:180879369-180879869;chr2:180892814-180893314;chr18:64265803-64266303;chr4:125545123-125545623;chr14:64587730-64588230;chr3:94477914-94478414;chr13:84905595-84906095;chr15:76519829-76520329;chr2:181766896-181767396;chr14:64590003-64590503;chr14:64589434-64589934;chr14:64593521-64594021;chr3:8509237-8509737;chr3:17793662-17794162;chr10:80300662-80301162;chr17:52601030-52601530;chr16:77536723-77537223,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_length,Peripheral/sensory/motor neural,atac_reference_marker_accessibility,,atac,available,9901,0.11283855702782537,False,2,25,0,chr1:132530746-132531246;chr6:30173984-30174484;chr3:8509237-8509737;chr11:43569543-43570043;chr13:49371443-49371943;chr2:79456545-79457045;chr18:65244040-65244540;chr10:29143400-29143900;chr1:172057412-172057912;chr5:37244156-37244656;chr5:135850933-135851433;chr6:127701055-127701555;chr12:29526120-29526620;chr18:64265803-64266303;chr17:52601030-52601530;chr1:132562285-132562785;chr16:18213558-18214058;chr17:29859904-29860404;chr19:8839085-8839585;chr14:64593521-64594021;chr12:72844042-72844542;chr11:30160977-30161477;chr19:47014331-47014831;chr1:191981362-191981862;chr2:181766896-181767396,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_count_only,Peripheral/sensory/motor neural,atac_reference_marker_accessibility,,atac,available,9901,0.11541872474378352,False,2,25,0,chr1:132530746-132531246;chr6:30173984-30174484;chr3:8509237-8509737;chr11:43569543-43570043;chr13:49371443-49371943;chr2:79456545-79457045;chr18:65244040-65244540;chr10:29143400-29143900;chr1:172057412-172057912;chr5:37244156-37244656;chr5:135850933-135851433;chr6:127701055-127701555;chr12:29526120-29526620;chr18:64265803-64266303;chr17:52601030-52601530;chr1:132562285-132562785;chr16:18213558-18214058;chr17:29859904-29860404;chr19:8839085-8839585;chr14:64593521-64594021;chr12:72844042-72844542;chr11:30160977-30161477;chr19:47014331-47014831;chr1:191981362-191981862;chr2:181766896-181767396,,within_assay_descriptive
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Peripheral/sensory/motor neural,atac_reference_marker_accessibility,,atac,available,9901,0.09513015474277345,False,2,25,0,chr1:132530746-132531246;chr6:30173984-30174484;chr3:8509237-8509737;chr11:43569543-43570043;chr13:49371443-49371943;chr2:79456545-79457045;chr18:65244040-65244540;chr10:29143400-29143900;chr1:172057412-172057912;chr5:37244156-37244656;chr5:135850933-135851433;chr6:127701055-127701555;chr12:29526120-29526620;chr18:64265803-64266303;chr17:52601030-52601530;chr1:132562285-132562785;chr16:18213558-18214058;chr17:29859904-29860404;chr19:8839085-8839585;chr14:64593521-64594021;chr12:72844042-72844542;chr11:30160977-30161477;chr19:47014331-47014831;chr1:191981362-191981862;chr2:181766896-181767396,,within_assay_descriptive
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Excitatory neurons,rna_marker_score,GSM6753041,rna,available,2498,0.31382761484571886,False,2,4,0,Slc17a7;Satb2;Tbr1;Cux2,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Excitatory neurons,rna_marker_score,GSM6753041,rna,available,2498,0.215686227657151,False,2,4,0,Slc17a7;Satb2;Tbr1;Cux2,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Excitatory neurons,rna_marker_score,GSM6753041,rna,available,2498,-0.002451775140034729,False,2,4,0,Slc17a7;Satb2;Tbr1;Cux2,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Inhibitory neurons,rna_marker_score,GSM6753041,rna,available,2498,0.13446184099273495,False,2,4,0,Gad1;Gad2;Slc6a1;Pvalb,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Inhibitory neurons,rna_marker_score,GSM6753041,rna,available,2498,0.20060759644292023,False,2,4,0,Gad1;Gad2;Slc6a1;Pvalb,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Inhibitory neurons,rna_marker_score,GSM6753041,rna,available,2498,0.0027926393772386947,False,2,4,0,Gad1;Gad2;Slc6a1;Pvalb,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Other neurons,rna_marker_score,GSM6753041,rna,available,2498,-0.07160043407974823,False,2,4,0,Slc17a6;Chat;Th;Dbh,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Other neurons,rna_marker_score,GSM6753041,rna,available,2498,-0.07185972366483132,False,2,4,0,Slc17a6;Chat;Th;Dbh,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Other neurons,rna_marker_score,GSM6753041,rna,available,2498,0.07578844654707971,False,2,4,0,Slc17a6;Chat;Th;Dbh,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Astroglia/ependymal,rna_marker_score,GSM6753041,rna,available,2498,0.3032575256063619,False,2,4,0,Aqp4;Gfap;Slc1a3;Foxj1,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Astroglia/ependymal,rna_marker_score,GSM6753041,rna,available,2498,0.30240204781858854,False,2,4,0,Aqp4;Gfap;Slc1a3;Foxj1,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Astroglia/ependymal,rna_marker_score,GSM6753041,rna,available,2498,0.2475505410055799,False,2,4,0,Aqp4;Gfap;Slc1a3;Foxj1,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Oligodendrocytes,rna_marker_score,GSM6753041,rna,available,2498,0.5693305334328584,False,2,4,0,Mbp;Plp1;Mog;Mag,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Oligodendrocytes,rna_marker_score,GSM6753041,rna,available,2498,0.5667355904796602,False,2,4,0,Mbp;Plp1;Mog;Mag,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Oligodendrocytes,rna_marker_score,GSM6753041,rna,available,2498,0.39899928527330164,False,2,4,0,Mbp;Plp1;Mog;Mag,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,OPCs,rna_marker_score,GSM6753041,rna,available,2498,0.26660566514000356,False,2,4,0,Pdgfra;Cspg4;Olig1;Olig2,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,OPCs,rna_marker_score,GSM6753041,rna,available,2498,0.27189892103505575,False,2,4,0,Pdgfra;Cspg4;Olig1;Olig2,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,OPCs,rna_marker_score,GSM6753041,rna,available,2498,0.21326893497273805,False,2,4,0,Pdgfra;Cspg4;Olig1;Olig2,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Microglia/macrophages,rna_marker_score,GSM6753041,rna,available,2498,0.12523838703660245,False,2,4,0,C1qa;C1qb;Aif1;Cx3cr1,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Microglia/macrophages,rna_marker_score,GSM6753041,rna,available,2498,0.12330700219042957,False,2,4,0,C1qa;C1qb;Aif1;Cx3cr1,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Microglia/macrophages,rna_marker_score,GSM6753041,rna,available,2498,0.07844579939638117,False,2,4,0,C1qa;C1qb;Aif1;Cx3cr1,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Other immune,rna_marker_score,GSM6753041,rna,available,2498,-0.05858674556341594,False,2,4,0,Ptprc;Cd3d;Cd79a;Nkg7,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Other immune,rna_marker_score,GSM6753041,rna,available,2498,-0.05259419012739529,False,2,4,0,Ptprc;Cd3d;Cd79a;Nkg7,,independent_orthogonal_validation
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Other immune,rna_marker_score,GSM6753041,rna,available,2498,-0.05487623786992318,False,2,4,0,Ptprc;Cd3d;Cd79a;Nkg7,,independent_orthogonal_validation
